rank,title,total ratings,installs,average rating,growth (30 days),category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,Name,EU_Sales,Publisher,Genre,Year,Platform
1016,How to Loot - Pin Pull & Hero Rescue,414811,50.0 M,4,3.2,GAME PUZZLE,307162,34076,23013,12619,37938,FALSE,Xenosaga Episode I: Der Wille zur Macht,0.49,Namco Bandai Games,Role-Playing,2002,PS2
1017,LINE PokoPoko - Play with POKOTA! Free puzzler!,414626,10.0 M,3,0.7,GAME PUZZLE,158839,88968,76250,27016,63551,FALSE,Portal 2,0.63,Valve,Shooter,2011,PS3
1018,Blockudoku® - Block Puzzle Game,414430,10.0 M,4,3.0,GAME PUZZLE,272911,80283,31266,8726,21241,FALSE,The Beatles: Rock Band,0.4,MTV Games,Misc,2009,Wii
1019,Rescue Cut - Rope Puzzle,407062,100.0 M,4,1862.1,GAME PUZZLE,273664,36549,24461,17968,54418,FALSE,Forza Motorsport 6,0.89,Microsoft Game Studios,Racing,2015,XOne
1020,DOP 2: Delete One Part,403195,50.0 M,4,10.1,GAME PUZZLE,266695,39854,21493,15180,59970,FALSE,Sonic Colors,0.61,Sega,Platform,2010,Wii
1021,Block Puzzle & Conquer,402599,10.0 M,4,0.0,GAME PUZZLE,262234,91540,27186,6527,15110,FALSE,Cruis'n USA,0.04,Nintendo,Racing,1996,N64
1022,Antistress - relaxation toys,398873,50.0 M,4,5.6,GAME PUZZLE,296810,44152,20472,10052,27385,FALSE,Madden NFL 99,0.04,Electronic Arts,Sports,1998,PS
1023,Cut the Rope FULL FREE,390519,100.0 M,4,0.0,GAME PUZZLE,304567,48911,16267,5635,15137,FALSE,Diablo III,0.88,Activision,Role-Playing,2014,PS4
1024,Color Fill 3D,384115,100.0 M,4,4.8,GAME PUZZLE,251975,39025,32327,17572,43213,FALSE,Uncharted: Golden Abyss,0.75,Sony Computer Entertainment,Shooter,2011,PSV
1025,디즈니 틀린그림찾기,383236,1.0 M,4,0.0,GAME PUZZLE,232374,93919,40506,5918,10516,FALSE,Destiny,0.66,Activision,Shooter,2014,PS3
1026,Who Is The Killer? Episode I,377015,5.0 M,4,0.2,GAME PUZZLE,235595,67597,41877,12829,19115,FALSE,SSX Tricky,0.66,Electronic Arts,Sports,2001,PS2
1027,Hill Climb Racing,10188038,500.0 M,4,0.4,GAME RACING,7148370,982941,607603,338715,1110407,FALSE,Overwatch,0.68,Activision,Shooter,2016,PS4
1028,Traffic Rider,7580227,100.0 M,4,0.5,GAME RACING,5426819,833452,446764,212143,661046,FALSE,Twisted Metal III,0.2,989 Studios,Action,1998,PS
1029,Traffic Racer,6062833,100.0 M,4,0.3,GAME RACING,4580870,581388,308448,145729,446396,FALSE,Harry Potter and the Sorcerer's Stone,0.62,Electronic Arts,Action,2001,GB
1030,Dr. Driving,6062304,100.0 M,4,0.5,GAME RACING,4307671,494396,337684,213487,709064,FALSE,Disney Infinity,0.44,Disney Interactive Studios,Action,2013,Wii
1031,Need for Speed™ No Limits,4507290,100.0 M,4,0.6,GAME RACING,2976966,514643,268717,148109,598854,FALSE,Crash Bandicoot: The Huge Adventure,0.7,Universal Interactive,Platform,2002,GBA
1032,CSR Racing 2 – Free Car Racing Game,4476329,10.0 M,4,0.5,GAME RACING,3458236,578619,178927,70721,189823,FALSE,Dishonored,0.52,Bethesda Softworks,Action,2012,X360
1033,Angry Birds Go!,3870456,100.0 M,4,476.9,GAME RACING,2753918,362720,224963,101659,427194,FALSE,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,0.66,Take-Two Interactive,Action,2003,PS2
1034,Extreme Car Driving Simulator,3612756,100.0 M,4,1.7,GAME RACING,2691153,285485,166427,102619,367068,FALSE,The Order: 1886,0.78,Sony Computer Entertainment,Shooter,2015,PS4
1035,Bike Race Free - Top Motorcycle Racing Games,2962468,100.0 M,4,0.3,GAME RACING,2026065,303481,185693,93766,353461,FALSE,The Elder Scrolls Online,0.78,Bethesda Softworks,Role-Playing,2015,PS4
1036,CSR Racing,2490517,50.0 M,4,0.0,GAME RACING,1948115,240253,105455,35448,161244,FALSE,Call of Duty: World at War Final Fronts,0.18,Activision,Shooter,2008,PS2
1037,Fun Race 3D,2221285,100.0 M,4,2.1,GAME RACING,1465135,236017,175065,95923,249142,FALSE,Imagine: Teacher,0.83,Ubisoft,Simulation,2008,DS
1038,Beach Buggy Racing,2178512,100.0 M,4,1.1,GAME RACING,1657717,195050,96043,49967,179732,FALSE,Call of Duty: Modern Warfare 3,0.98,Activision,Shooter,2011,PC
1039,Asphalt 9: Legends,2098500,50.0 M,4,1.6,GAME RACING,1605688,206562,85294,41374,159579,FALSE,Madden NFL 2005,0.03,Electronic Arts,Sports,2004,XB
1040,Fast Racing 3D,1848375,100.0 M,4,0.0,GAME RACING,1329863,205301,132256,43679,137274,FALSE,Star Ocean: Till The End of Time,0.21,Ubisoft,Role-Playing,2003,PS2
1041,Earn to Die 2,1781295,100.0 M,4,0.4,GAME RACING,1265382,217366,109868,48019,140658,FALSE,The Sims 3: Late Night Expansion Pack,0.87,Electronic Arts,Simulation,2010,PC
1042,Asphalt Nitro,1618815,50.0 M,4,0.6,GAME RACING,1155090,182406,92136,41613,147567,FALSE,Game Party 3,0.16,Warner Bros. Interactive Entertainment,Puzzle,2009,Wii
1043,City Racing 3D,1555939,50.0 M,4,0.1,GAME RACING,1139740,156099,102803,35354,121941,FALSE,Toy Story 2: Buzz Lightyear to the Rescue!,0.64,Activision,Platform,1998,PS
1044,Nitro Nation Drag & Drift Car Racing,1516846,10.0 M,4,0.4,GAME RACING,1152122,186491,65330,26060,86840,FALSE,Deal or No Deal,0.41,Mindscape,Misc,2007,DS
1045,Racing Fever,1471540,50.0 M,4,0.0,GAME RACING,1103560,147780,89499,34002,96697,FALSE,Ace Combat 5: The Unsung War,0.34,Sony Computer Entertainment Europe,Simulation,2004,PS2
1046,Drive Ahead!,1463492,50.0 M,4,0.9,GAME RACING,1021504,128346,80074,47703,185862,FALSE,Need for Speed Underground,0.55,Electronic Arts,Racing,2003,XB
1047,Street Racing 3D,1446238,100.0 M,4,1.7,GAME RACING,1019029,156704,82624,42277,145602,FALSE,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,0,Nintendo,Misc,2006,DS
1048,Drift Max Pro - Car Drifting Game with Racing Cars,1415418,50.0 M,4,1.7,GAME RACING,1121337,131782,63322,26528,72448,FALSE,Tetris Worlds,0.39,THQ,Puzzle,2001,GBA
1049,Driving School 2016,1364891,50.0 M,4,0.3,GAME RACING,987702,138417,74068,34247,130454,FALSE,Cabela's Big Game Hunter 2010,0,Activision Value,Sports,2009,Wii
1050,Racing in Car,1297337,50.0 M,4,0.1,GAME RACING,882650,139848,108195,37861,128780,FALSE,The Crew,01.08,Ubisoft,Racing,2014,PS4
1051,Drift هجولة,1219865,10.0 M,4,0.9,GAME RACING,977765,57490,37557,29620,117431,FALSE,FIFA Soccer 10,0.24,Electronic Arts,Sports,2009,PS2
1052,Trials Frontier,1119800,10.0 M,4,0.1,GAME RACING,766370,143156,72043,32718,105511,FALSE,We Ski,0.42,Namco Bandai Games,Sports,2008,Wii
1053,Bike Racing 3D,1109569,100.0 M,4,0.3,GAME RACING,742944,103484,76033,43585,143520,FALSE,Personal Trainer: Math,1.12,Nintendo,Puzzle,2007,DS
1054,CarX Drift Racing,1100694,10.0 M,4,0.2,GAME RACING,852081,98112,45985,22363,82151,FALSE,Kirby's Return to Dreamland,0.21,Nintendo,Platform,2011,Wii
1055,"Asphalt 8 Racing Game - Drive, Drift at Real Speed",924106,100.0 M,4,0.0,GAME RACING,730045,75692,31616,15958,70792,FALSE,Super Puyo Puyo,0,Banpresto,Puzzle,1993,SNES
1056,CSR Classics,899964,10.0 M,4,0.0,GAME RACING,697561,102310,38678,12966,48447,FALSE,Ben 10: Protector of Earth,0.83,D3Publisher,Action,2007,DS
1057,BMX Boy,895239,100.0 M,4,0.2,GAME RACING,654777,72957,50728,25429,91346,FALSE,NCAA Football 07,0.05,Electronic Arts,Sports,2006,PS2
1058,Racing Moto,883713,100.0 M,4,0.4,GAME RACING,608166,77193,53756,31658,112937,FALSE,SOCOM 3: U.S. Navy SEALs,0.34,Sony Computer Entertainment,Shooter,2005,PS2
1059,Real Bike Racing,851386,100.0 M,4,2.8,GAME RACING,571641,72556,52594,32840,121752,FALSE,NBA 2K15,0.18,Take-Two Interactive,Sports,2014,XOne
1060,Turbo Stars - Rival Racing,849317,50.0 M,4,2.0,GAME RACING,648879,74627,40777,19697,65335,FALSE,Saints Row 2,0.54,THQ,Action,2008,PS3
1061,Top Speed: Drag & Fast Racing,847739,10.0 M,4,0.4,GAME RACING,679415,70848,31619,14431,51423,FALSE,Saints Row IV,0.53,Deep Silver,Action,2013,X360
1062,CarX Highway Racing,780720,10.0 M,4,3.5,GAME RACING,606816,109933,25613,9960,28395,FALSE,Jampack Winter '99,0.64,Sony Computer Entertainment,Misc,1999,PS
1063,Trial Xtreme 4: Extreme Bike Racing Champions,735549,50.0 M,4,0.1,GAME RACING,460052,86095,52656,28914,107829,FALSE,Dragon Age: Origins,0.44,Electronic Arts,Role-Playing,2009,PS3
1064,Dr. Parking 4,725551,100.0 M,4,0.7,GAME RACING,496433,68326,45697,27638,87455,FALSE,FIFA 16,01.01,Electronic Arts,Sports,2015,X360
1065,Racing in Car 2,724219,100.0 M,4,2.6,GAME RACING,475029,61493,45462,32518,109714,FALSE,WCW vs. nWo: World Tour,0.28,THQ,Fighting,1997,N64
1066,Drag Racing,713034,100.0 M,4,0.0,GAME RACING,522787,91183,38976,16107,43979,FALSE,WCW/NWO Thunder,0.48,THQ,Fighting,1998,PS
1067,Moto Rider GO: Highway Traffic,707004,100.0 M,4,1.1,GAME RACING,482641,95941,40848,21087,66484,FALSE,Harry Potter and the Sorcerer's Stone,0.66,Electronic Arts,Action,2001,GBA
1068,Uphill Rush Water Park Racing,699303,100.0 M,4,0.5,GAME RACING,489279,54309,38758,26555,90399,FALSE,Need For Speed: Undercover,0.71,Electronic Arts,Racing,2008,X360
1069,Asphalt Xtreme: Rally Racing,682124,10.0 M,4,0.3,GAME RACING,453061,80544,39897,20677,87942,FALSE,Dragon Ball Z: The Legacy of Goku,0.12,Infogrames,Role-Playing,2002,GBA
1070,Turbo Driving Racing 3D,654903,50.0 M,4,0.8,GAME RACING,461668,51409,36192,23100,82532,FALSE,Sid Meier's Civilization V,0.52,Take-Two Interactive,Strategy,2010,PC
1071,Driving School 2017,635669,10.0 M,4,0.4,GAME RACING,460158,67101,32671,16480,59256,FALSE,Resident Evil 4,0.42,Capcom,Action,2005,GC
1072,City Racing Lite,630972,10.0 M,4,2577.7,GAME RACING,481202,56421,42201,12617,38529,FALSE,Call of Duty Black Ops: Declassified,0.52,Activision,Action,2012,PSV
1073,MotoGP Racing '20,619717,10.0 M,4,0.8,GAME RACING,401585,96573,51712,19328,50516,FALSE,Star Wars Battlefront: Renegade Squadron,0.47,LucasArts,Shooter,2007,PSP
1074,Earn to Die Lite,611439,10.0 M,4,0.1,GAME RACING,434421,43582,29734,17096,86604,FALSE,World Championship Poker: Featuring Howard Lederer - All In,0.64,Oxygen Interactive,Misc,2006,PS2
1075,Garena Speed Drifters,577754,10.0 M,4,0.5,GAME RACING,376407,52922,35205,20118,93100,FALSE,NFL GameDay 98,0.06,Sony Computer Entertainment,Sports,1997,PS
1076,Rally Racer Dirt,577204,50.0 M,4,0.1,GAME RACING,394695,73535,38827,17438,52706,FALSE,LEGO Batman 2: DC Super Heroes,0.64,Warner Bros. Interactive Entertainment,Action,2012,X360
1077,F1 Clash,559157,5.0 M,4,4.8,GAME RACING,316445,126788,52399,16657,46866,FALSE,Yoshi's Cookie,0.24,Nintendo,Puzzle,1992,GB
1078,Rally Fury - Extreme Racing,558462,50.0 M,4,4.4,GAME RACING,409899,59875,29768,13972,44946,FALSE,Time Crisis,0.87,Namco Bandai Games,Shooter,1997,PS
1079,Racing Fever: Moto,549630,50.0 M,4,1.2,GAME RACING,393808,49832,30694,18239,57054,FALSE,The Sims: Superstar,0,Electronic Arts,Simulation,2003,PC
1080,Real Drift Car Racing Lite,513359,10.0 M,4,0.1,GAME RACING,381134,53191,30260,10921,37851,FALSE,Star Wars The Clone Wars: Lightsaber Duels,0.3,LucasArts,Action,2008,Wii
1081,MadOut2 BigCityOnline,508166,10.0 M,4,3.8,GAME RACING,347602,56038,29117,15751,59656,FALSE,MySims,0.55,Electronic Arts,Simulation,2007,Wii
1082,Ultimate Car Driving Simulator,503879,50.0 M,4,2.2,GAME RACING,353448,45177,27142,16616,61494,FALSE,Metroid Fusion,0.27,Nintendo,Action,2002,GBA
1083,Crazy for Speed,466732,10.0 M,4,1911.2,GAME RACING,336061,39673,28533,15418,47044,FALSE,Shaun White Snowboarding: Road Trip,0.57,Ubisoft,Sports,2008,Wii
1084,Mad Skills Motocross 2,464730,10.0 M,4,0.2,GAME RACING,319470,50982,29079,14405,50792,FALSE,SSX 3,0.52,Electronic Arts,Sports,2003,PS2
1085,Real City Car Driver,445846,50.0 M,3,0.4,GAME RACING,285166,27715,26917,17393,88652,FALSE,Big Beach Sports,01.02,THQ,Sports,2008,Wii
1086,Highway Rider Motorcycle Racer,430550,10.0 M,4,0.1,GAME RACING,307739,37469,23631,10253,51456,FALSE,Madden NFL 2001,0.05,Electronic Arts,Sports,2000,PS
1087,Blocky Roads,426246,10.0 M,4,0.0,GAME RACING,318741,42714,23542,8562,32684,FALSE,Fight Night Round 3,0.59,Electronic Arts,Fighting,2006,PS3
1088,Road Riot,423514,10.0 M,4,0.1,GAME RACING,344341,24227,18914,8328,27702,FALSE,Knack,0.67,Sony Computer Entertainment Europe,Platform,2013,PS4
1089,Crash of Cars,419851,10.0 M,4,0.5,GAME RACING,290888,48697,26055,13626,40581,FALSE,Star Wars: Battlefront II,0.39,Activision,Shooter,2005,XB
1090,Beach Buggy Racing 2,414528,10.0 M,4,2.9,GAME RACING,299949,40563,19993,11806,42214,FALSE,Disney's DuckTales,0.3,Capcom,Platform,1989,NES
1091,Real Racing 3,412241,10.0 M,4,0.2,GAME RACING,293823,54620,19629,10774,33392,FALSE,Tony Hawk's Pro Skater 3,0.49,Activision,Sports,2001,PS
1092,SUP Multiplayer Racing,407995,10.0 M,4,1.0,GAME RACING,292915,34591,21351,12771,46364,FALSE,"Monsters, Inc.",0.95,THQ,Adventure,2001,GBA
1093,KartRider Rush+,388123,10.0 M,3,2.1,GAME RACING,239417,39274,26384,14498,68548,FALSE,StarCraft II: Heart of the Swarm,0.65,Activision,Strategy,2013,PC
1094,Hill Climb Racing 2,386128,100.0 M,4,0.2,GAME RACING,271644,62888,20719,7568,23306,FALSE,PGR: Project Gotham Racing 2,0.59,Microsoft Game Studios,Racing,2003,XB
1095,Boomerang Make and Race - Scooby-Doo Racing Game,380849,50.0 M,4,0.4,GAME RACING,279496,26949,18355,13010,43037,FALSE,Spy Hunter,0.32,Midway Games,Racing,2001,PS2
1096,Moto X3M Bike Race Game,365649,50.0 M,4,3.0,GAME RACING,274639,29909,17419,10119,33559,FALSE,NCAA Football 2004,0.09,Electronic Arts,Sports,2003,PS2
1097,Offroad Legends - Monster Truck Trials,350249,10.0 M,4,0.0,GAME RACING,245205,41967,25508,10219,27348,FALSE,SpongeBob SquarePants: Battle for Bikini Bottom,0.45,THQ,Platform,2003,PS2
1098,Traffic Tour,349416,50.0 M,4,1.7,GAME RACING,231141,28660,20999,12988,55625,FALSE,Dying Light,0.66,Warner Bros. Interactive Entertainment,Action,2015,PS4
1099,Dubai Drift 2,337837,10.0 M,4,0.1,GAME RACING,252463,22906,15694,7422,39350,FALSE,Heavenly Sword,0.73,Sony Computer Entertainment,Action,2007,PS3
1100,Moto Wheelie,334069,5.0 M,4,0.1,GAME RACING,281200,18440,11203,5233,17991,FALSE,Street Fighter II': Special Champion Edition,0.3,Sega,Fighting,1992,GEN
1101,Mountain Climb 4x4 : Offroad Car Drive,330803,50.0 M,4,1702.5,GAME RACING,221973,28431,18870,14015,47511,FALSE,SSX,0.61,Electronic Arts,Sports,2000,PS2
1102,CarX Drift Racing 2,318474,10.0 M,4,4.5,GAME RACING,247670,29860,12956,6483,21502,FALSE,Max Payne 3,0.64,Take-Two Interactive,Shooter,2012,X360
1103,Zombie Squad,315332,10.0 M,4,0.1,GAME RACING,220091,34171,21601,9439,30027,FALSE,NBA Ballers,0.63,Midway Games,Sports,2004,PS2
1104,Crazy for Speed 2,312017,10.0 M,4,0.7,GAME RACING,243498,24007,14244,6807,23458,FALSE,Need for Speed Carbon,0.7,Electronic Arts,Racing,2006,X360
1105,Moto Racer 3D,310589,10.0 M,4,1358.2,GAME RACING,194685,34134,34664,14257,32847,FALSE,NBA Live 2003,0.15,Electronic Arts,Sports,2002,PS2
1106,Toy Truck Rally 3D,309939,50.0 M,4,0.0,GAME RACING,229692,23871,20238,7614,28521,FALSE,Dragon Ball Z: Budokai Tenkaichi,0.12,Atari,Fighting,2005,PS2
1107,Truck Driver Cargo,308362,50.0 M,3,12602.3,GAME RACING,193275,23624,19047,12841,59571,FALSE,Ms. Pac-Man,0.1,Atari,Puzzle,1981,2600
1108,Demolition Derby 3,308175,10.0 M,4,4.3,GAME RACING,250319,27125,11685,4164,14880,FALSE,Mario Party 6,0.11,Nintendo,Misc,2004,GC
1109,Top Drives – Car Cards Racing,303913,10.0 M,4,1.6,GAME RACING,231744,30895,11515,6286,23470,FALSE,Super Scope 6,0.38,Nintendo,Shooter,1991,SNES
1110,Racing Limits,297540,50.0 M,4,1.1,GAME RACING,211343,28447,16325,9459,31964,FALSE,Go Vacation,0.68,Namco Bandai Games,Misc,2011,Wii
1111,🚓🚦Car Driving School Simulator 🚕🚸,294097,10.0 M,4,0.9,GAME RACING,204804,38467,16732,8251,25840,FALSE,Dragon Quest V: Tenkuu no Hanayome,0,Enix Corporation,Role-Playing,2004,PS2
1112,Race the Traffic,293250,50.0 M,4,0.1,GAME RACING,185690,27186,24754,13961,41656,FALSE,Army of Two,0.38,Electronic Arts,Shooter,2008,X360
1113,Redline Rush: Police Chase Racing,288581,10.0 M,4,0.0,GAME RACING,210942,32264,18169,8367,18836,FALSE,Dragon Quest IV: Chapters of the Chosen,0.02,Square Enix,Role-Playing,2007,DS
1114,GT Racing 2: The Real Car Exp,285522,10.0 M,4,0.0,GAME RACING,209958,33351,13914,7231,21065,FALSE,Kirby & the Amazing Mirror,0.05,Nintendo,Platform,2004,GBA
1115,Monster Truck Destruction™,284892,10.0 M,4,0.2,GAME RACING,200210,26653,16790,8834,32403,FALSE,LEGO Pirates of the Caribbean: The Video Game,0.72,Disney Interactive Studios,Action,2011,Wii
1116,Real Racing 3,284450,100.0 M,4,0.0,GAME RACING,193903,44509,15942,8162,21931,FALSE,Dig Dug,0.1,Atari,Puzzle,1982,2600
1117,MMX Hill Dash,283592,10.0 M,4,0.1,GAME RACING,202256,41141,15071,5659,19463,FALSE,Tom Clancy's Rainbow Six,0.63,Red Storm Entertainment,Shooter,1999,PS
1118,Stickman Downhill Motocross,283127,10.0 M,4,0.0,GAME RACING,205997,35802,17941,5514,17871,FALSE,Ghosts 'n Goblins,0.26,Capcom,Action,1986,NES
1119,MOTO LOKO HD,282063,10.0 M,4,0.0,GAME RACING,196521,27353,21819,7648,28719,FALSE,Tiger Woods PGA Tour 2003,0.63,Electronic Arts,Sports,2002,PS2
1120,Offroad Legends 2,281848,10.0 M,4,0.1,GAME RACING,195324,38185,19227,7908,21201,FALSE,NBA Live 06 (All region sales),0.15,Electronic Arts,Sports,2005,PS2
1121,DATA WING,281769,5.0 M,4,0.3,GAME RACING,254416,15454,4525,2037,5334,FALSE,Prince of Persia: Warrior Within,0.88,Ubisoft,Action,2004,PS2
1122,Race the Traffic Moto,280605,10.0 M,4,0.0,GAME RACING,188046,26619,24879,10609,30449,FALSE,Kinectimals,0.48,Microsoft Game Studios,Simulation,2010,X360
1123,Epic Race 3D,280243,50.0 M,4,2.5,GAME RACING,185132,28854,20922,12717,32615,FALSE,Until Dawn,0.89,Sony Computer Entertainment Europe,Adventure,2015,PS4
1124,Drift Max,273705,10.0 M,4,0.6,GAME RACING,188833,29440,18180,8800,28450,FALSE,ESPN NFL 2K5,0.02,Sega,Sports,2004,XB
1125,City Driving 3D,272721,10.0 M,3,0.1,GAME RACING,138933,22589,21760,15256,74182,FALSE,Viva Pinata,0.96,Microsoft Game Studios,Simulation,2006,X360
1126,Torque Burnout,271610,10.0 M,4,0.2,GAME RACING,189031,25182,16212,9799,31385,FALSE,Pikmin,0.25,Nintendo,Strategy,2001,GC
1127,Shadow Fight 3 - RPG fighting game,3170246,100.0 M,4,1.2,GAME ROLE PLAYING,2243868,353334,177840,84957,310244,FALSE,Call of Duty: Black Ops,0.81,Activision,Shooter,N/A,PC
1128,AFK Arena,3126336,10.0 M,4,1.0,GAME ROLE PLAYING,2238968,619905,158568,31102,77791,FALSE,Sonic Generations,0.73,Sega,Platform,2011,PS3
1129,Avakin Life - 3D Virtual World,3105550,50.0 M,4,1.0,GAME ROLE PLAYING,2198832,316726,170928,91523,327539,FALSE,Tiger Woods PGA Tour 2004,0.34,Electronic Arts,Sports,2003,PS2
1130,Flight Pilot Simulator 3D Free,2651253,100.0 M,4,965.5,GAME ROLE PLAYING,1680842,413154,208205,85294,263756,FALSE,Ape Escape,0.48,Sony Computer Entertainment,Platform,1999,PS
1131,Angry Birds Epic RPG,2650536,10.0 M,4,310.2,GAME ROLE PLAYING,2095096,255252,104890,41878,153418,FALSE,NBA 2K15,0.14,Take-Two Interactive,Sports,2014,X360
1132,Eternium,2374967,10.0 M,4,0.5,GAME ROLE PLAYING,2064105,201653,57358,16101,35746,FALSE,NCAA Football 2005,0.09,Electronic Arts,Sports,2004,PS2
1133,Star Wars™: Galaxy of Heroes,1710440,50.0 M,4,0.3,GAME ROLE PLAYING,1087749,274134,110300,55130,183125,FALSE,Just Cause 2,0.85,Square Enix,Action,2010,X360
1134,몬스터 길들이기,1493476,10.0 M,4,0.0,GAME ROLE PLAYING,916890,183806,125740,58046,208992,FALSE,Rock Band,0.41,Electronic Arts,Misc,N/A,PS3
1135,Darkness Rises,1475764,10.0 M,4,0.5,GAME ROLE PLAYING,1086953,195959,71146,29100,92603,FALSE,Tony Hawk's American Wasteland (Old all region sales),0.63,Activision,Sports,2005,PS2
1136,Hustle Castle: Medieval games in the kingdom,1424463,10.0 M,4,0.3,GAME ROLE PLAYING,956315,167107,59800,39531,201708,FALSE,Rage,0.61,Bethesda Softworks,Shooter,2011,X360
1137,RAID: Shadow Legends,1363701,10.0 M,4,1.9,GAME ROLE PLAYING,919549,170753,64585,40706,168105,FALSE,Mario Hoops 3 on 3,0.04,Nintendo,Sports,2006,DS
1138,Tap Titans,1344784,10.0 M,4,0.0,GAME ROLE PLAYING,1206706,67528,25703,9641,35204,FALSE,Kirby Air Ride,0.11,Nintendo,Racing,2003,GC
1139,Hero Wars – Hero Fantasy Multiplayer Battles,1311495,50.0 M,4,4.7,GAME ROLE PLAYING,1036086,107619,27019,15790,124979,FALSE,Sled Storm,0.61,Electronic Arts,Racing,1998,PS
1140,MovieStarPlanet,1193550,10.0 M,3,0.0,GAME ROLE PLAYING,647071,155738,105157,55935,229646,FALSE,Pokemon Battle Revolution,0.38,Nintendo,Role-Playing,2006,Wii
1141,Magic Rush: Heroes,1130195,10.0 M,4,0.0,GAME ROLE PLAYING,818101,125808,56193,24736,105355,FALSE,NFL Street 2,0.62,Electronic Arts,Sports,2004,PS2
1142,세븐나이츠,937102,10.0 M,3,17025.0,GAME ROLE PLAYING,528121,88140,76690,38540,205610,FALSE,Gears of War: Judgment,0.53,Microsoft Game Studios,Shooter,2013,X360
1143,Idle Heroes,914423,10.0 M,4,1.1,GAME ROLE PLAYING,724371,77956,31174,14878,66041,FALSE,Baseball,0.27,Nintendo,Sports,1989,GB
1144,RPG Toram Online - MMORPG,910412,10.0 M,4,805.0,GAME ROLE PLAYING,670148,130534,48808,15731,45189,FALSE,Yu-Gi-Oh! Duel Monsters,0,Konami Digital Entertainment,Strategy,1998,GB
1145,Shakes and Fidget,898630,5.0 M,4,0.5,GAME ROLE PLAYING,695406,145860,32061,8424,16877,FALSE,Super Mario Strikers,0.38,Nintendo,Sports,2005,GC
1146,Tap Titans 2: Heroes Attack Titans. Clicker on!,887982,10.0 M,4,1.0,GAME ROLE PLAYING,696871,118164,38208,9681,25056,FALSE,Buzz! The Music Quiz,1.18,Sony Computer Entertainment,Misc,2005,PS2
1147,Kritika: The White Knights,880376,10.0 M,4,718.4,GAME ROLE PLAYING,614909,107710,53285,23653,80817,FALSE,SpongeBob's Atlantis SquarePantis,0,THQ,Action,2007,DS
1148,FINAL FANTASY BRAVE EXVIUS,825827,10.0 M,4,0.2,GAME ROLE PLAYING,527674,133134,51983,25372,87661,FALSE,Far Cry 4,0.68,Ubisoft,Shooter,2014,XOne
1149,Dungeon Hunter 5 – Action RPG,765525,10.0 M,3,0.1,GAME ROLE PLAYING,453136,95928,54217,30073,132169,FALSE,Dance Dance Revolution: Hottest Party 2,0.48,Konami Digital Entertainment,Simulation,2008,Wii
1150,The Wolf,758951,10.0 M,4,1.9,GAME ROLE PLAYING,567469,91326,36052,16252,47850,FALSE,Moshi Monsters: Moshling Zoo,0.99,Activision,Misc,2011,DS
1151,Brave Frontier,732372,10.0 M,4,0.0,GAME ROLE PLAYING,518719,100269,41029,18510,53842,FALSE,Dollar Dash,0.23,Take-Two Interactive,Action,2005,PS2
1152,Identity V,705186,10.0 M,4,1.1,GAME ROLE PLAYING,454148,86399,47648,25101,91887,FALSE,Far Cry 2,0.69,Ubisoft,Action,2008,X360
1153,ONE PIECE TREASURE CRUISE,687214,10.0 M,4,0.9,GAME ROLE PLAYING,499705,95877,32128,12298,47204,FALSE,F-1 World Grand Prix,0.96,Video System,Racing,1998,N64
1154,Super Stylist - Makeover & Style Fashion Guru,667980,50.0 M,4,4.1,GAME ROLE PLAYING,460506,85901,42462,21843,57264,FALSE,River Raid,0.09,Activision,Shooter,1981,2600
1155,School of Dragons,666442,10.0 M,4,0.4,GAME ROLE PLAYING,444291,75196,44462,23315,79175,FALSE,Silent Hill,0.48,Konami Digital Entertainment,Action,1999,PS
1156,Mobile Legends: Adventure,644802,10.0 M,4,2.8,GAME ROLE PLAYING,513670,65317,20016,8845,36952,FALSE,Dragon Quest V: Hand of the Heavenly Bride,0.02,Square Enix,Role-Playing,2008,DS
